gid,role,role_score,cluster_id,priority_score,evidence,is_seed,depth,component,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_through,fan_ratio,seed_reach,merge_gain,n_agg_payers,n_seed_payers,seed_traced_in_kzt,pagerank,hub,authority,betweenness,truncated_by_depth,p_continue,terminal_kind,fast_out_share,median_lag_days,max_payers_same_day,near_threshold_tx,flag_structuring,n_cycles,anomaly_z,anomaly_feature,flag_anomaly,coord_criteria,prio_role,prio_traced,prio_merge,prio_reach,prio_pr,prio_btw,prio_flags
100000004917367100,terminal,0.876,7,0.3053,"Получил 120 тыс. от 2 плательщ.; исходящих нет, хотя колено 3 обходилось — деньги остались",False,3,0,2,0,120000.0,0.0,2,0,0.0,0.0,7,0,2,0,505.9872595253991,0.0002940276420429215,-0.0,0.004078081513260253,0.0,False,,observed,0.0,,1.0,0,False,0,1.63,in_deg,False,,0.1205,0.0768,0.0,0.0799,0.0282,0.0,0.0
100000001222263100,peripheral,0.05,7,0.2669,"Вход 746 тыс. от 1, выход 420 тыс. на 1; пороги ролей не достигнуты [сквозной пропуск ≤2дн]",False,3,0,1,1,745570.0,420000.0,1,5,0.5633273870998028,1.0,7,0,1,0,1149.7602898812227,0.00030973260213170437,7.058909730721455e-21,0.0029401740801701173,1.922024458454748e-05,False,,,0.7142857142857143,0.0,1.0,0,False,0,2.35,log_out,False,,0.0013,0.0932,0.0,0.0799,0.0472,0.0287,0.0167
100000001149815100,peripheral,0.8,9,0.0555,"Вход 12 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,3,1,1,0,12000.0,0.0,1,0,0.0,0.0,1,0,0,0,8.789775005444923,0.00028744222756748445,-0.0,6.011420990798146e-18,0.0,False,,,0.0,,1.0,0,False,0,0.91,log_in,False,,0.02,0.0102,0.0,0.0192,0.006,0.0,0.0
100000006020215100,peripheral,0.634,4,0.2654,"Вход 30 тыс. от 1, выход 34 тыс. на 2; пороги ролей не достигнуты",False,3,0,1,2,30000.0,33800.0,1,2,1.1266666666666667,2.0,7,0,1,0,363.95864833652837,0.00029667460701655646,8.64029109498091e-20,0.00025946008779307244,6.055520199044304e-05,False,,,0.0,13.0,1.0,0,False,0,1.89,log_out,False,,0.0158,0.069,0.0,0.0799,0.0332,0.0674,0.0
100000000673868100,peripheral,0.05,14,0.4088,"Вход 2.0 млн от 1, выход 383 тыс. на 5; пороги ролей не достигнуты [сквозной пропуск ≤2дн; возвратный поток]",False,3,0,1,5,2030650.0,383000.0,5,19,0.18860955851574618,5.0,7,0,1,0,13189.531724227912,0.0011728050936714342,0.0024150125151640328,3.6273909716157904e-07,4.1016398237127094e-05,False,,,0.762402088772846,0.0,1.0,0,False,2,2.37,log_in,False,,0.0013,0.1381,0.0,0.0799,0.0961,0.0601,0.0333
100000008749900100,peripheral,0.798,9,0.062,"Вход 17 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,3,1,1,0,17150.0,0.0,1,0,0.0,0.0,1,0,0,0,12.562053445281704,0.0002882460281302762,-0.0,6.011420990798146e-18,0.0,False,,,0.0,,1.0,0,False,0,0.68,log_in,False,,0.02,0.0139,0.0,0.0192,0.0089,0.0,0.0
100000002862113100,peripheral,0.525,10,0.1738,"Вход 47 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,3,0,1,0,47405.0,0.0,2,0,0.0,0.0,7,0,1,0,127.48186183276432,0.0002989683952653226,-0.0,2.4413790383031114e-05,0.0,False,,,0.0,,1.0,0,False,0,0.03,log_in,False,,0.0131,0.0446,0.0,0.0799,0.0361,0.0,0.0
100000001066017100,peripheral,0.292,11,0.2827,"Вход 136 тыс. от 2, выход 82 тыс. на 4; пороги ролей не достигнуты",False,3,0,2,4,136123.0,82500.0,3,4,0.6060695106631503,2.0,7,0,2,0,773.1712119054985,0.0003012384075340405,-1.0418852937149802e-19,0.004043689088306608,7.688097833818992e-05,False,,,0.18787878787878787,2.5,1.0,0,False,0,2.05,log_out,False,,0.0073,0.0854,0.0,0.0799,0.0399,0.0702,0.0
100000008436257100,terminal,0.761,16,0.2746,"Получил 35 тыс. от 2 плательщ.; исходящих нет, хотя колено 3 обходилось — деньги остались",False,3,0,2,0,35000.0,0.0,2,0,0.0,0.0,7,0,2,0,263.12564827477956,0.0002945798149854974,-0.0,0.0002520368138313539,0.0,False,,observed,0.0,,2.0,1,False,0,1.63,in_deg,False,,0.1046,0.0607,0.0,0.0799,0.0294,0.0,0.0
100000003016438100,peripheral,0.212,2,0.3083,"Вход 200 тыс. от 1, выход 300 тыс. на 1; пороги ролей не достигнуты",False,3,0,1,1,200000.0,300000.0,1,3,1.5,1.0,8,0,1,0,647.3579914512419,0.0003166846999640835,-2.851795036540309e-20,1.849673897226452e-06,2.139985994980544e-05,False,,,0.6666666666666666,0.0,1.0,0,False,0,2.29,log_out,False,,0.0053,0.0802,0.0,0.1253,0.0522,0.0453,0.0
100000002534091100,peripheral,0.725,8,0.1912,"Вход 22 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,3,0,1,0,22200.0,0.0,1,0,0.0,0.0,7,0,1,0,260.4915874412558,0.00029636616273708943,-0.0,0.00012159928474839112,0.0,False,,,0.0,,1.0,0,False,0,0.51,log_in,False,,0.0181,0.0605,0.0,0.0799,0.0326,0.0,0.0
100000006882208100,peripheral,0.781,3,0.3356,"Вход 18 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,3,0,1,0,18000.0,0.0,1,0,0.0,0.0,7,0,1,0,18000.0,0.0006403184460375327,-0.0,2.667129319448555e-06,0.0,False,,,0.0,,1.0,0,False,0,0.65,log_in,False,,0.0195,0.1465,0.0,0.0799,0.0896,0.0,0.0
100000005362848100,peripheral,0.647,6,0.1848,"Вход 29 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,3,0,1,0,29000.0,0.0,1,0,0.0,0.0,7,0,1,0,224.83799798384754,0.00029637417941000526,-0.0,6.407022407297423e-07,0.0,False,,,0.0,,1.0,0,False,0,0.34,log_in,False,,0.0162,0.0559,0.0,0.0799,0.0327,0.0,0.0
100000001073568100,peripheral,0.05,10,0.3039,"Вход 707 тыс. от 1, выход 220 тыс. на 2; пороги ролей не достигнуты [сквозной пропуск ≤2дн]",False,3,0,1,2,707465.0,219503.0,4,3,0.31026693900051594,2.0,7,0,1,0,1902.519889917026,0.0004855354375132767,1.0558632933163853e-05,2.4413790383031114e-05,1.922024458454748e-05,False,,,1.0,0.0,1.0,0,False,0,2.23,log_out,False,,0.0013,0.1007,0.0,0.0799,0.0766,0.0287,0.0167
100000008687733100,peripheral,0.8,9,0.0592,"Вход 15 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,3,1,1,0,14650.0,0.0,1,0,0.0,0.0,1,0,0,0,10.730850319147345,0.00028785583368231904,-0.0,6.011420990798146e-18,0.0,False,,,0.0,,1.0,0,False,0,0.78,log_in,False,,0.02,0.0125,0.0,0.0192,0.0075,0.0,0.0
100000007229557100,terminal,0.987,2,0.466,"Получил 878 тыс. от 3 плательщ.; исходящих нет, хотя колено 3 обходилось — деньги остались [3 плательщ. в 1 день]",False,3,0,3,0,878000.0,0.0,3,0,0.0,0.0,9,0,3,0,2935.4623609705227,0.0003942093306983486,-0.0,4.866928268876532e-06,0.0,False,,observed,0.0,,3.0,0,False,0,3.26,in_deg,False,,0.1357,0.1077,0.0,0.1361,0.0698,0.0,0.0167
100000001052789100,peripheral,0.423,19,0.2024,"Вход 71 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,3,0,1,0,70975.0,0.0,1,0,0.0,0.0,7,0,1,0,526.5050555866942,0.0002977071073491174,-0.0,8.448073393743529e-05,0.0,False,,,0.0,,1.0,0,False,0,0.23,log_in,False,,0.0106,0.0772,0.0,0.0799,0.0346,0.0,0.0
100000006967370100,peripheral,0.609,7,0.2118,"Вход 33 тыс. от 1, выход 14 тыс. на 1; пороги ролей не достигнуты [сквозной пропуск ≤2дн]",False,3,0,1,1,33225.0,13526.27,1,1,0.40711121143717083,1.0,7,0,1,0,126.22657918737939,0.00029359429537827847,1.686814962447276e-20,0.00046590181504893417,1.922024458454748e-05,False,,,1.0,0.0,1.0,0,False,0,1.73,log_out,False,,0.0152,0.0441,0.0,0.0799,0.0272,0.0287,0.0167
100000001837130100,terminal,0.903,1,0.338,"Получил 173 тыс. от 1 плательщ.; исходящих нет, хотя колено 3 обходилось — деньги остались",False,3,0,1,0,172900.0,0.0,1,0,0.0,0.0,7,0,1,0,1239.1702823969163,0.00030090245579956023,-0.0,0.001131938443648594,0.0,False,,observed,0.0,,1.0,0,False,0,0.8,log_in,False,,0.1242,0.0945,0.0,0.0799,0.0395,0.0,0.0
100000005820746100,peripheral,0.05,13,0.3147,"Вход 2.0 млн от 1, выход 60 тыс. на 1; пороги ролей не достигнуты [возвратный поток]",False,3,0,1,1,1989000.0,60000.0,2,1,0.030165912518853696,1.0,1,0,0,0,97970.913696099,0.000989461905456682,-1.25608721582638e-19,-1.160746589897921e-19,0.0,False,,,0.0,4.0,1.0,0,False,1,2.36,log_in,False,,0.0013,0.1824,0.0,0.0192,0.0952,0.0,0.0167
100000002883402100,terminal,0.943,2,0.4372,"Получил 300 тыс. от 3 плательщ.; исходящих нет, хотя колено 3 обходилось — деньги остались",False,3,0,3,0,300000.0,0.0,3,0,0.0,0.0,10,1,3,0,236.69360309162715,0.00030065707174589147,-0.0,3.659351984437111e-06,0.0,False,,observed,0.0,,1.0,0,False,0,3.26,in_deg,False,,0.1297,0.0575,0.067,0.1441,0.039,0.0,0.0
100000008582730100,peripheral,0.8,19,0.3435,"Вход 5 тыс. от 1, выход 5 тыс. на 1; пороги ролей не достигнуты [сквозной пропуск ≤2дн; возвратный поток]",False,3,0,1,1,5000.0,5000.0,1,1,1.0,1.0,7,0,1,0,5000.0,0.0008925911171850267,8.816478810773393e-05,3.3572532620006964e-20,0.0,False,,,1.0,0.0,1.0,1,False,1,1.55,log_out,False,,0.02,0.1158,0.0,0.0799,0.0944,0.0,0.0333
100000003116106100,terminal,0.969,7,0.3386,"Получил 494 тыс. от 1 плательщ.; исходящих нет, хотя колено 3 обходилось — деньги остались",False,3,0,1,0,494050.0,0.0,2,0,0.0,0.0,7,0,1,0,761.8856327585847,0.00030158104666859096,-0.0,0.0029401740801701173,0.0,False,,observed,0.0,,1.0,0,False,0,1.47,log_in,False,,0.1332,0.0851,0.0,0.0799,0.0403,0.0,0.0
100000001818442100,peripheral,0.557,6,0.2002,"Вход 42 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,3,0,1,0,42215.0,0.0,1,0,0.0,0.0,7,0,1,0,327.2943477547629,0.0003012978538176511,-0.0,6.407022407297423e-07,0.0,False,,,0.0,,1.0,0,False,0,0.1,log_in,False,,0.0139,0.0664,0.0,0.0799,0.0399,0.0,0.0
100000008690762100,peripheral,0.661,9,0.0715,"Вход 27 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,3,1,1,0,26750.0,0.0,1,0,0.0,0.0,1,0,0,0,19.593873449637645,0.0002897443748104316,-0.0,6.011420990798146e-18,0.0,False,,,0.0,,1.0,0,False,0,0.4,log_in,False,,0.0165,0.0196,0.0,0.0192,0.0162,0.0,0.0
100000008712991100,peripheral,0.438,9,0.0916,"Вход 66 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,3,1,1,0,66100.0,0.0,1,0,0.0,0.0,1,0,0,0,48.41701065499246,0.0002958860354212769,-0.0,6.011420990798146e-18,0.0,False,,,0.0,,1.0,0,False,0,0.18,log_in,False,,0.011,0.0296,0.0,0.0192,0.0318,0.0,0.0
100000003292191100,terminal,0.872,2,0.3056,"Получил 112 тыс. от 1 плательщ.; исходящих нет, хотя колено 3 обходилось — деньги остались",False,3,0,1,0,112000.0,0.0,1,0,0.0,0.0,8,0,1,0,26.635845435876814,0.0002996284816997208,-0.0,1.2902818407783946e-06,0.0,False,,observed,0.0,,1.0,0,False,0,0.52,log_in,False,,0.1199,0.0229,0.0,0.1253,0.0375,0.0,0.0
100000005367284100,peripheral,0.8,1,0.2258,"Вход 14 тыс. от 1, выход 48 тыс. на 2; пороги ролей не достигнуты",False,3,0,1,2,13700.0,48300.0,1,5,3.5255474452554743,2.0,7,0,1,0,240.96587991190265,0.00028914323405377295,-6.272523990441934e-20,0.0011379074330901328,3.844048916909496e-05,False,,,0.2836438923395445,4.0,1.0,0,False,0,1.96,log_out,False,,0.02,0.058,0.0,0.0799,0.0133,0.0545,0.0
100000003216073100,peripheral,0.585,15,0.0858,"Вход 37 тыс. от 1, выход 70 тыс. на 1; пороги ролей не достигнуты",False,3,0,1,1,37001.0,70000.0,1,1,1.891840761060512,1.0,1,0,0,0,81.00020441105077,0.0002882046043550009,-4.1695769741750286e-20,7.936044353374547e-05,7.925874055483496e-07,False,,,0.0,3.0,1.0,0,False,0,2.02,log_out,False,,0.0146,0.0363,0.0,0.0192,0.0087,0.0069,0.0
100000006169033100,peripheral,0.518,7,0.3454,"Вход 49 тыс. от 1, выход 1.1 млн на 3; пороги ролей не достигнуты [возвратный поток]",False,3,0,1,3,49000.0,1140271.0,1,10,23.270836734693876,3.0,7,0,1,0,2532.6529725214264,0.00041804163396876585,6.477997734331336e-05,2.4284366617555304e-05,3.923307657464331e-05,False,,,0.0,6.5,1.0,0,False,1,2.53,log_out,False,,0.013,0.1059,0.0,0.0799,0.0719,0.058,0.0167
100000004407753100,peripheral,0.172,22,0.331,"Вход 250 тыс. от 1, выход 100 тыс. на 1; пороги ролей не достигнуты [сквозной пропуск ≤2дн; возвратный поток]",False,3,0,1,1,250000.0,100000.0,4,1,0.4,1.0,7,0,1,0,5997.629147692973,0.0008785641580238701,1.5788151943855036e-09,-2.089259955391479e-19,0.0,False,,,1.0,1.0,1.0,0,False,1,2.09,log_out,False,,0.0043,0.1193,0.0,0.0799,0.0941,0.0,0.0333
100000004420041100,peripheral,0.3,12,0.2944,"Вход 70 тыс. от 1, выход 652 тыс. на 7; пороги ролей не достигнуты",False,3,0,1,7,69638.0,651830.0,1,11,9.360263074758034,7.0,7,0,1,0,941.2851665511142,0.0002997377719239345,0.00012716212524482252,0.0016044117981357368,0.00015424862618236015,False,,,0.0,,1.0,0,False,0,2.5,out_deg,False,,0.0075,0.0882,0.0,0.0799,0.0377,0.081,0.0
100000004715209100,peripheral,0.5,29,0.2043,"Вход 5 тыс. от 1, выход 350 тыс. на 5; пороги ролей не достигнуты [возвратный поток]",False,3,0,1,5,5000.0,350450.0,1,17,70.09,5.0,7,0,1,0,17.061380192304718,0.00028754397576032846,7.552804366477584e-07,4.867829532574314e-08,7.767356574373826e-05,False,,,0.127835639891568,5.0,1.0,1,False,1,2.32,log_out,False,,0.0125,0.0174,0.0,0.0799,0.0066,0.0711,0.0167
100000004580254100,terminal,0.738,16,0.2733,"Получил 28 тыс. от 2 плательщ.; исходящих нет, хотя колено 3 обходилось — деньги остались",False,3,0,2,0,27940.0,0.0,2,0,0.0,0.0,7,0,2,0,119.00084125450032,0.0003122789899791888,-0.0,0.00034028701680608104,0.0,False,,observed,0.0,,1.0,0,False,0,1.63,in_deg,False,,0.1015,0.0428,0.0,0.0799,0.0491,0.0,0.0
100000001056414100,terminal,0.931,14,0.2383,"Получил 250 тыс. от 1 плательщ.; исходящих нет, хотя колено 3 обходилось — деньги остались",False,3,0,1,0,250000.0,0.0,1,0,0.0,0.0,2,0,1,0,80.1860829940488,0.0002974772562529209,-0.0,3.794136343559226e-07,0.0,False,,observed,0.0,,1.0,0,False,0,1.03,log_in,False,,0.128,0.0362,0.0,0.0397,0.0344,0.0,0.0
100000008686494100,peripheral,0.8,9,0.0602,"Вход 16 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,3,1,1,0,15700.0,0.0,1,0,0.0,0.0,1,0,0,0,11.499955632123775,0.00028801971535046103,-0.0,6.011420990798146e-18,0.0,False,,,0.0,,1.0,0,False,0,0.74,log_in,False,,0.02,0.013,0.0,0.0192,0.008,0.0,0.0
100000002822472100,terminal,0.935,14,0.4259,"Получил 267 тыс. от 2 плательщ.; исходящих нет, хотя колено 3 обходилось — деньги остались",False,3,0,2,0,266722.0,0.0,2,0,0.0,0.0,8,1,2,0,226.25283644256336,0.00031223557685989894,-0.0,2.4793204017386987e-05,0.0,False,,observed,0.0,,1.0,0,False,0,1.63,in_deg,False,,0.1286,0.056,0.067,0.1253,0.049,0.0,0.0
100000001831496100,peripheral,0.687,12,0.1707,"Вход 25 тыс. от 1, выход 373 тыс. на 1; пороги ролей не достигнуты",False,3,0,1,1,25000.0,373000.0,1,1,14.92,1.0,7,0,1,0,67.2301771083031,0.00029263558524567985,5.2684536444915296e-05,2.4413790383031114e-05,1.8493706129461493e-06,False,,,0.0,18.0,1.0,0,False,0,2.33,log_out,False,,0.0172,0.0344,0.0,0.0799,0.0248,0.0144,0.0
100000008732488100,peripheral,0.291,1,0.2827,"Вход 137 тыс. от 1, выход 10 тыс. на 1; пороги ролей не достигнуты [сквозной пропуск ≤2дн]",False,3,0,1,1,137000.0,10000.0,1,1,0.072992700729927,1.0,7,0,1,0,1851.8060228252198,0.0003134431769510027,-7.474279303606692e-21,0.0016044117981357368,1.922024458454748e-05,False,,,1.0,0.0,1.0,0,False,0,1.67,log_out,False,,0.0073,0.1001,0.0,0.0799,0.05,0.0287,0.0167
100000004007197100,peripheral,0.8,23,0.0689,"Вход 10 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,3,2,1,0,10048.0,0.0,1,0,0.0,0.0,1,0,0,0,25.75780879955102,0.00028768870831810125,-0.0,2.522984993210113e-19,0.0,False,,,0.0,,1.0,0,False,0,1.02,log_in,False,,0.02,0.0226,0.0,0.0192,0.0071,0.0,0.0
100000002815005100,terminal,0.967,2,0.39,"Получил 476 тыс. от 1 плательщ.; исходящих нет, хотя колено 3 обходилось — деньги остались",False,3,0,1,0,476500.0,0.0,1,0,0.0,0.0,8,0,1,0,555.6169921799744,0.00031901272651967474,-0.0,1.9662146336186737e-06,0.0,False,,observed,0.0,,1.0,0,False,0,1.45,log_in,False,,0.133,0.0782,0.0,0.1253,0.0535,0.0,0.0
100000005756189100,peripheral,0.441,7,0.1834,"Вход 65 тыс. от 1, выход 49 тыс. на 1; пороги ролей не достигнуты [сквозной пропуск ≤2дн]",False,3,0,1,1,65000.0,49050.0,1,1,0.7546153846153846,1.0,7,0,1,0,100.23796403057992,0.00028767589053210556,1.9169772521081497e-20,0.0029401740801701173,1.922024458454748e-05,False,,,1.0,0.0,1.0,0,False,0,1.96,log_out,False,,0.011,0.04,0.0,0.0799,0.007,0.0287,0.0167
100000004877085100,peripheral,0.687,4,0.2727,"Вход 25 тыс. от 1, выход 96 тыс. на 3; пороги ролей не достигнуты [сквозной пропуск ≤2дн]",False,3,0,1,3,25000.0,95600.0,1,9,3.824,3.0,7,0,1,0,303.2988736137736,0.00029482372155001206,1.8461425426455128e-20,0.00025946008779307244,5.7660733753642434e-05,False,,,0.7071129707112971,0.0,1.0,0,False,0,2.08,log_out,False,,0.0172,0.0645,0.0,0.0799,0.0298,0.0647,0.0167
100000002713074100,peripheral,0.05,7,0.2879,"Вход 700 тыс. от 2, выход 430 тыс. на 1; пороги ролей не достигнуты",False,3,0,2,1,700000.0,430000.0,2,2,0.6142857142857143,0.5,7,0,2,0,2372.4177435467677,0.0004336098166177588,-2.906136130341189e-20,0.0006992464408273235,1.922024458454748e-05,False,,,0.0,13.0,2.0,0,False,0,2.35,log_out,False,,0.0013,0.1046,0.0,0.0799,0.0734,0.0287,0.0
100000002356167100,peripheral,0.143,7,0.2429,"Вход 300 тыс. от 1, выход 30 тыс. на 2; пороги ролей не достигнуты",False,3,0,1,2,300000.0,29500.0,1,3,0.09833333333333333,2.0,7,0,1,0,462.636757064215,0.00029529204643951516,7.30051298099122e-20,0.0029401740801701173,3.844048916909496e-05,False,,,0.1864406779661017,9.0,1.0,0,False,0,1.87,log_out,False,,0.0036,0.0742,0.0,0.0799,0.0307,0.0545,0.0
100000004140487100,distributor,0.601,4,0.3705,Рассылает на 10 получателей 263 тыс. (веер 10:1); плательщиков 1 [возвратный поток; аномалия для колена],False,3,0,1,10,24510.0,262600.0,1,19,10.713994288045695,10.0,7,0,1,0,64.98117431054395,0.0002894271448597533,0.00272512076230602,0.0002333446257783893,0.00032537043857319123,False,,,0.29588728103579587,4.0,1.0,0,False,35,3.58,out_deg,True,,0.1202,0.034,0.0,0.0799,0.0149,0.0881,0.0333
100000003147719100,terminal,0.861,2,0.3176,"Получил 100 тыс. от 1 плательщ.; исходящих нет, хотя колено 3 обходилось — деньги остались",False,3,0,1,0,100000.0,0.0,1,0,0.0,0.0,9,0,1,0,126.176374301622,0.00029072126443008034,-0.0,3.2207337193581543e-06,0.0,False,,observed,0.0,,1.0,0,False,0,0.45,log_in,False,,0.1184,0.0439,0.0,0.1361,0.0193,0.0,0.0
100000008745884100,peripheral,0.754,9,0.0655,"Вход 20 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,3,1,1,0,20000.0,0.0,1,0,0.0,0.0,1,0,0,0,14.649625009074873,0.0002886908498009473,-0.0,6.011420990798146e-18,0.0,False,,,0.0,,1.0,0,False,0,0.58,log_in,False,,0.0189,0.016,0.0,0.0192,0.0114,0.0,0.0
100000002559089100,terminal,0.982,2,0.4472,"Получил 715 тыс. от 2 плательщ.; исходящих нет, хотя колено 3 обходилось — деньги остались",False,3,0,2,0,715000.0,0.0,2,0,0.0,0.0,9,0,2,0,2680.3312324169383,0.00039242595373201167,-0.0,2.8039191662676415e-06,0.0,False,,observed,0.0,,2.0,0,False,0,1.71,log_in,False,,0.135,0.1065,0.0,0.1361,0.0696,0.0,0.0
100000004984689100,peripheral,0.481,1,0.208,"Вход 53 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,3,0,1,0,53030.0,0.0,1,0,0.0,0.0,7,0,1,0,716.7976159884774,0.0002963587248842155,-0.0,0.0016044117981357368,0.0,False,,,0.0,,1.0,0,False,0,0.04,log_in,False,,0.012,0.0835,0.0,0.0799,0.0325,0.0,0.0
100000004340038100,peripheral,0.8,4,0.186,"Вход 10 тыс. от 1, выход 49 тыс. на 1; пороги ролей не достигнуты",False,3,0,1,1,9978.0,49000.0,1,1,4.910803768290238,1.0,7,0,1,0,121.05264643672933,0.0002892629212543261,9.823179867852818e-21,0.00025946008779307244,1.922024458454748e-05,False,,,0.0,9.0,1.0,1,False,0,1.96,log_out,False,,0.02,0.0432,0.0,0.0799,0.0142,0.0287,0.0
100000005052998100,peripheral,0.8,1,0.146,"Вход 10 тыс. от 1, выход 28 тыс. на 1; пороги ролей не достигнуты [возвратный поток]",False,3,0,1,1,9500.0,28400.0,1,1,2.9894736842105263,1.0,7,0,1,0,8.329299489399975,0.00028610433390429394,0.00023534295374818065,0.0029057816552164723,4.333353000324481e-06,False,,,0.0,,1.0,1,False,13,1.86,log_out,False,,0.02,0.0094,0.0,0.0799,0.0021,0.0179,0.0167
100000007597382100,peripheral,0.8,7,0.1237,"Вход 16 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,3,0,1,0,15700.0,0.0,1,0,0.0,0.0,7,0,1,0,24.211323619693918,0.0002860781182502533,-0.0,0.0029401740801701173,0.0,False,,,0.0,,1.0,0,False,0,0.74,log_in,False,,0.02,0.0218,0.0,0.0799,0.002,0.0,0.0
100000008697670100,peripheral,0.678,9,0.0696,"Вход 25 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,3,1,1,0,25350.0,0.0,1,0,0.0,0.0,1,0,0,0,18.568399699002402,0.0002895258659195756,-0.0,6.011420990798146e-18,0.0,False,,,0.0,,1.0,0,False,0,0.43,log_in,False,,0.017,0.0183,0.0,0.0192,0.0151,0.0,0.0
100000008460102100,distributor,0.956,20,0.3797,Рассылает на 31 получателей 477 тыс. (веер 31:1); плательщиков 1 [аномалия для колена],False,3,0,1,31,17500.0,476570.0,1,34,27.23257142857143,31.0,1,0,0,0,23.05881159263532,0.00029968918055683826,0.00019786404094799655,4.1121873746587296e-07,0.0009777226136943515,False,,,0.1874016408922089,3.0,1.0,0,False,0,11.09,out_deg,True,,0.1912,0.0215,0.0,0.0192,0.0376,0.0935,0.0167
100000004399686100,terminal,0.986,13,0.4063,"Получил 806 тыс. от 1 плательщ.; исходящих нет, хотя колено 3 обходилось — деньги остались",False,3,0,1,0,806000.0,0.0,2,0,0.0,0.0,1,0,0,0,39700.631693844036,0.0005708068229548216,-0.0,-1.160746589897921e-19,0.0,False,,observed,0.0,,1.0,0,False,0,1.78,log_in,False,,0.1356,0.1646,0.0,0.0192,0.0868,0.0,0.0
100000008688155100,peripheral,0.711,9,0.0687,"Вход 24 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,3,1,1,0,23600.0,0.0,1,0,0.0,0.0,1,0,0,0,17.286557510708352,0.0002892527298060056,-0.0,6.011420990798146e-18,0.0,False,,,0.0,,1.0,0,False,0,0.48,log_in,False,,0.0178,0.0176,0.0,0.0192,0.014,0.0,0.0
100000004386331100,peripheral,0.754,13,0.4396,"Вход 20 тыс. от 1, выход 18 тыс. на 2; пороги ролей не достигнуты [возвратный поток]",False,3,0,1,2,20000.0,17500.0,1,2,0.875,2.0,9,0,1,0,18433.92951849892,0.0005126940455197109,-4.276841707397074e-20,-3.0255135556380622e-21,2.0210978841482916e-05,False,,,0.0,,1.0,0,False,1,1.77,log_out,False,,0.0189,0.147,0.0,0.1361,0.0783,0.0427,0.0167
100000007999728100,peripheral,0.717,10,0.1549,"Вход 23 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,3,0,1,0,23250.0,0.0,1,0,0.0,0.0,7,0,1,0,62.52406471072187,0.00029214094487369256,-0.0,2.4413790383031114e-05,0.0,False,,,0.0,,1.0,0,False,0,0.49,log_in,False,,0.0179,0.0335,0.0,0.0799,0.0236,0.0,0.0
100000001597424100,peripheral,0.523,10,0.1746,"Вход 48 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,3,0,1,0,48100.0,0.0,1,0,0.0,0.0,7,0,1,0,129.35086075637514,0.0002991648381559118,-0.0,2.4413790383031114e-05,0.0,False,,,0.0,,1.0,0,False,0,0.02,log_in,False,,0.0131,0.0451,0.0,0.0799,0.0365,0.0,0.0
100000003677936100,peripheral,0.422,4,0.2549,"Вход 71 тыс. от 1, выход 13 тыс. на 1; пороги ролей не достигнуты",False,3,0,1,1,71000.0,13000.0,1,2,0.18309859154929578,1.0,7,0,1,0,992.9109888090914,0.00030888363859944327,4.06406071658001e-20,0.00010831189958102275,1.922024458454748e-05,False,,,0.46153846153846156,8.5,1.0,0,False,0,1.72,log_out,False,,0.0106,0.0893,0.0,0.0799,0.0464,0.0287,0.0
100000002943472100,terminal,0.902,2,0.3345,"Получил 170 тыс. от 1 плательщ.; исходящих нет, хотя колено 3 обходилось — деньги остались",False,3,0,1,0,170000.0,0.0,1,0,0.0,0.0,8,0,1,0,89.09917111392645,0.0003099616909113654,-0.0,2.612568386354796e-07,0.0,False,,observed,0.0,,1.0,0,False,0,0.79,log_in,False,,0.124,0.0379,0.0,0.1253,0.0473,0.0,0.0
100000004892144100,peripheral,0.05,13,0.3515,"Вход 4.5 млн от 2, выход 180 тыс. на 1; пороги ролей не достигнуты [возвратный поток]",False,3,0,2,1,4500000.0,180300.0,7,1,0.04006666666666667,0.5,2,0,2,0,286407.5342340211,0.002783203687212419,-3.998052064449785e-19,5.467481554757613e-20,0.0,False,,,0.0,4.0,2.0,0,False,4,2.88,log_in,False,,0.0013,0.1943,0.0,0.0397,0.0996,0.0,0.0167
